Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
serve.gov,serve.gov,https://www.serve.gov,Corporation for National & Community Service,Executive,Yes
sftool.gov,sftool.gov,http://sftool.gov,General Services Administration,Executive,Yes
sierrawild.gov,sierrawild.gov,http://sierrawild.gov,Department of the Interior,Executive,No
ien.sigtarp.gov,sigtarp.gov,https://ien.sigtarp.gov,Department of the Treasury,Executive,No
ientest.sigtarp.gov,sigtarp.gov,http://ientest.sigtarp.gov,Department of the Treasury,Executive,No
sigtarp.gov,sigtarp.gov,https://www.sigtarp.gov,Department of the Treasury,Executive,Yes
passwordreset.siteidiq.gov,siteidiq.gov,https://passwordreset.siteidiq.gov,Department of Defense,Executive,No
siteidiq.gov,siteidiq.gov,https://www.siteidiq.gov,Department of Defense,Executive,No
storms.siteidiq.gov,siteidiq.gov,https://storms.siteidiq.gov,Department of Defense,Executive,No
stormstesting.siteidiq.gov,siteidiq.gov,http://stormstesting.siteidiq.gov,Department of Defense,Executive,No
stormstraining.siteidiq.gov,siteidiq.gov,https://stormstraining.siteidiq.gov,Department of Defense,Executive,No
sji.gov,sji.gov,http://www.sji.gov,Department of State,Executive,No
slgs.gov,slgs.gov,https://slgs.gov,Department of the Treasury,Executive,Yes
smartgrid.gov,smartgrid.gov,https://www.smartgrid.gov,Department of Energy,Executive,No
60plus.smokefree.gov,smokefree.gov,https://60plus.smokefree.gov,Department of Health And Human Services,Executive,No
espanol.smokefree.gov,smokefree.gov,https://espanol.smokefree.gov,Department of Health And Human Services,Executive,Yes
meetings.smokefree.gov,smokefree.gov,https://meetings.smokefree.gov,Department of Health And Human Services,Executive,Yes
smokefree.gov,smokefree.gov,https://smokefree.gov,Department of Health And Human Services,Executive,Yes
teen.smokefree.gov,smokefree.gov,https://teen.smokefree.gov,Department of Health And Human Services,Executive,Yes
teens.smokefree.gov,smokefree.gov,https://teens.smokefree.gov,Department of Health And Human Services,Executive,Yes
women.smokefree.gov,smokefree.gov,http://women.smokefree.gov,Department of Health And Human Services,Executive,Yes
www.60plus.smokefree.gov,smokefree.gov,https://www.60plus.smokefree.gov,Department of Health And Human Services,Executive,No
www.espanol.smokefree.gov,smokefree.gov,https://www.espanol.smokefree.gov,Department of Health And Human Services,Executive,No
www.teen.smokefree.gov,smokefree.gov,https://www.teen.smokefree.gov,Department of Health And Human Services,Executive,No
www.women.smokefree.gov,smokefree.gov,http://www.women.smokefree.gov,Department of Health And Human Services,Executive,No
www.xn--espaol-zwa.smokefree.gov,smokefree.gov,https://www.xn--espaol-zwa.smokefree.gov,Department of Health And Human Services,Executive,No
xn--espaol-zwa.smokefree.gov,smokefree.gov,https://xn--espaol-zwa.smokefree.gov,Department of Health And Human Services,Executive,No
snap.gov,snap.gov,https://snap.gov,Department of the Interior,Executive,Yes
builds.sns.gov,sns.gov,https://builds.sns.gov,Department of Energy,Executive,No
monitor.sns.gov,sns.gov,https://monitor.sns.gov,Department of Energy,Executive,No
webopi.sns.gov,sns.gov,https://webopi.sns.gov,Department of Energy,Executive,No
blog.socialsecurity.gov,socialsecurity.gov,http://blog.socialsecurity.gov,Social Security Administration,Executive,No
int.solardecathlon.gov,solardecathlon.gov,http://www.int.solardecathlon.gov,Department of Energy,Executive,No
test.solardecathlon.gov,solardecathlon.gov,http://www.test.solardecathlon.gov,Department of Energy,Executive,No
www.prod.solardecathlon.gov,solardecathlon.gov,http://www.prod.solardecathlon.gov,Department of Energy,Executive,No
www.stage-cf.solardecathlon.gov,solardecathlon.gov,http://www.stage-cf.solardecathlon.gov,Department of Energy,Executive,No
www.stage.solardecathlon.gov,solardecathlon.gov,http://www.stage.solardecathlon.gov,Department of Energy,Executive,No
cab.srs.gov,srs.gov,http://cab.srs.gov,Department of Energy,Executive,No
cat.srs.gov,srs.gov,http://cat.srs.gov,Department of Energy,Executive,No
ctxsfcb01.srs.gov,srs.gov,http://ctxsfcb01.srs.gov,Department of Energy,Executive,No
educationoutreach.srs.gov,srs.gov,http://educationoutreach.srs.gov,Department of Energy,Executive,No
hsecoe.srs.gov,srs.gov,http://hsecoe.srs.gov,Department of Energy,Executive,No
leap.srs.gov,srs.gov,http://leap.srs.gov,Department of Energy,Executive,No
rahome.srs.gov,srs.gov,http://rahome.srs.gov,Department of Energy,Executive,No
recovery.srs.gov,srs.gov,http://www.recovery.srs.gov,Department of Energy,Executive,No
sfasweb.srs.gov,srs.gov,http://sfasweb.srs.gov,Department of Energy,Executive,No
sr101.srs.gov,srs.gov,http://sr101.srs.gov,Department of Energy,Executive,No
srcontracts.srs.gov,srs.gov,http://srcontracts.srs.gov,Department of Energy,Executive,No
sro.srs.gov,srs.gov,http://sro.srs.gov,Department of Energy,Executive,No
srs.gov,srs.gov,http://www.srs.gov,Department of Energy,Executive,No
sti.srs.gov,srs.gov,http://sti.srs.gov,Department of Energy,Executive,No
vcgate.srs.gov,srs.gov,http://vcgate.srs.gov,Department of Energy,Executive,No
vcgate01.srs.gov,srs.gov,http://vcgate01.srs.gov,Department of Energy,Executive,No
vcgate02.srs.gov,srs.gov,http://vcgate02.srs.gov,Department of Energy,Executive,No
vcgate03.srs.gov,srs.gov,http://vcgate03.srs.gov,Department of Energy,Executive,No
www.recovery.srs.gov,srs.gov,http://www.recovery.srs.gov,Department of Energy,Executive,No
blog.ssa.gov,ssa.gov,http://blog.ssa.gov,Social Security Administration,Executive,No
edata.ssa.gov,ssa.gov,https://edata.ssa.gov,Social Security Administration,Executive,No
eme.ssa.gov,ssa.gov,https://eme.ssa.gov,Social Security Administration,Executive,No
faq-es.ssa.gov,ssa.gov,http://faq-es.ssa.gov,Social Security Administration,Executive,No
faq.ssa.gov,ssa.gov,http://faq.ssa.gov,Social Security Administration,Executive,Yes
fiaddft.ssa.gov,ssa.gov,https://fiaddft.ssa.gov,Social Security Administration,Executive,No
hspd12.ssa.gov,ssa.gov,https://hspd12.ssa.gov,Social Security Administration,Executive,No
links.ssa.gov,ssa.gov,https://links.ssa.gov,Social Security Administration,Executive,No
lyncdiscover.sys0.ssa.gov,ssa.gov,http://lyncdiscover.sys0.ssa.gov,Social Security Administration,Executive,No
oig.ssa.gov,ssa.gov,http://oig.ssa.gov,Social Security Administration,Executive,No
policy.ssa.gov,ssa.gov,https://policy.ssa.gov,Social Security Administration,Executive,No
prisonedata.ssa.gov,ssa.gov,https://prisonedata.ssa.gov,Social Security Administration,Executive,No
remac.ssa.gov,ssa.gov,http://remac.ssa.gov,Social Security Administration,Executive,No
search.ssa.gov,ssa.gov,https://search.ssa.gov,Social Security Administration,Executive,No
secure.ssa.gov,ssa.gov,http://secure.ssa.gov,Social Security Administration,Executive,No
ssa-custhelp.ssa.gov,ssa.gov,http://ssa-custhelp.ssa.gov,Social Security Administration,Executive,No
ssa-es-custhelp.ssa.gov,ssa.gov,http://ssa-es-custhelp.ssa.gov,Social Security Administration,Executive,No
ssa-es.custhelp.ssa.gov,ssa.gov,http://ssa-es.custhelp.ssa.gov,Social Security Administration,Executive,No
ssa.gov,ssa.gov,https://www.ssa.gov,Social Security Administration,Executive,Yes
www.open.ssa.gov,ssa.gov,https://www.open.ssa.gov,Social Security Administration,Executive,No
ssab.gov,ssab.gov,http://ssab.gov,Social Security Advisory Board,Executive,No
webmail.ssab.gov,ssab.gov,https://webmail.ssab.gov,Social Security Advisory Board,Executive,No
media.sss.gov,sss.gov,https://media.sss.gov,Selective Service System,Executive,No
sss.gov,sss.gov,https://www.sss.gov,Selective Service System,Executive,No
transfer.sss.gov,sss.gov,http://transfer.sss.gov,Selective Service System,Executive,No
1861.history.state.gov,state.gov,https://1861.history.state.gov,Department of State,Executive,No
1991.history.state.gov,state.gov,https://1991.history.state.gov,Department of State,Executive,No
1997-2001.state.gov,state.gov,https://1997-2001.state.gov,Department of State,Executive,Yes
2001-2009.state.gov,state.gov,https://2001-2009.state.gov,Department of State,Executive,Yes
2002-2009-fpc.state.gov,state.gov,https://2002-2009-fpc.state.gov,Department of State,Executive,Yes
2002-2009-mepi.state.gov,state.gov,https://2002-2009-mepi.state.gov,Department of State,Executive,Yes
2002-2009-usawc.state.gov,state.gov,https://2002-2009-usawc.state.gov,Department of State,Executive,Yes
2004-2009-sdp.state.gov,state.gov,https://2004-2009-sdp.state.gov,Department of State,Executive,Yes
2005-2009-bmena.state.gov,state.gov,https://2005-2009-bmena.state.gov,Department of State,Executive,Yes
2006-2009-cafc.state.gov,state.gov,https://2006-2009-cafc.state.gov,Department of State,Executive,No
2009-2017-fpc.state.gov,state.gov,https://2009-2017-fpc.state.gov,Department of State,Executive,Yes
2009-2017.state.gov,state.gov,https://2009-2017.state.gov,Department of State,Executive,Yes
abudhabi.mepi.state.gov,state.gov,http://www.abudhabi.mepi.state.gov,Department of State,Executive,No
acrspts.state.gov,state.gov,http://acrspts.state.gov,Department of State,Executive,No
acrsqa.state.gov,state.gov,http://acrsqa.state.gov,Department of State,Executive,No
adgsupport.state.gov,state.gov,https://adgsupport.state.gov,Department of State,Executive,No
admin.eca.state.gov,state.gov,https://admin.eca.state.gov,Department of State,Executive,Yes
adoption.state.gov,state.gov,https://adoption.state.gov,Department of State,Executive,No
adoptions.state.gov,state.gov,https://adoptions.state.gov,Department of State,Executive,No
adoptionusca.state.gov,state.gov,https://adoptionusca.state.gov,Department of State,Executive,No
africamediahub.state.gov,state.gov,http://africamediahub.state.gov,Department of State,Executive,No
alumni.state.gov,state.gov,http://alumni.state.gov,Department of State,Executive,Yes
americancorners.state.gov,state.gov,http://americancorners.state.gov,Department of State,Executive,No
americanenglish.state.gov,state.gov,https://americanenglish.state.gov,Department of State,Executive,Yes
americanspaces.state.gov,state.gov,https://americanspaces.state.gov,Department of State,Executive,No
amlibindia.state.gov,state.gov,http://amlibindia.state.gov,Department of State,Executive,No
aoprals.state.gov,state.gov,http://aoprals.state.gov,Department of State,Executive,Yes
apps.ssl.state.gov,state.gov,https://apps.ssl.state.gov,Department of State,Executive,No
arabic.arabianpeninsula.mepi.state.gov,state.gov,https://www.arabic.arabianpeninsula.mepi.state.gov,Department of State,Executive,No
arabic.medregion.mepi.state.gov,state.gov,https://www.arabic.medregion.mepi.state.gov,Department of State,Executive,No
arabic.mepi.state.gov,state.gov,https://arabic.mepi.state.gov,Department of State,Executive,No
ars-paris.state.gov,state.gov,https://ars-paris.state.gov,Department of State,Executive,No
art.state.gov,state.gov,http://art.state.gov,Department of State,Executive,No
askrnet.state.gov,state.gov,http://askrnet.state.gov,Department of State,Executive,No
ata-eval.ata.ds.state.gov,state.gov,https://ata-eval.ata.ds.state.gov,Department of State,Executive,No
bids.state.gov,state.gov,http://bids.state.gov,Department of State,Executive,No
blogs.state.gov,state.gov,http://blogs.state.gov,Department of State,Executive,No
bridgeapi.state.gov,state.gov,https://bridgeapi.state.gov,Department of State,Executive,No
broadcasting.state.gov,state.gov,http://broadcasting.state.gov,Department of State,Executive,No
brusselsnewcomernetwork.state.gov,state.gov,http://brusselsnewcomernetwork.state.gov,Department of State,Executive,No
cadataapi.state.gov,state.gov,https://cadataapi.state.gov,Department of State,Executive,No
cadatacatalog.state.gov,state.gov,https://cadatacatalog.state.gov,Department of State,Executive,Yes
calist.state.gov,state.gov,https://calist.state.gov,Department of State,Executive,No
campususa.state.gov,state.gov,https://campususa.state.gov,Department of State,Executive,No
cardsonline.rpceap.state.gov,state.gov,http://cardsonline.rpceap.state.gov,Department of State,Executive,No
careerbrochures.state.gov,state.gov,http://careerbrochures.state.gov,Department of State,Executive,No
careers.state.gov,state.gov,https://careers.state.gov,Department of State,Executive,Yes
catalog.rpceap.state.gov,state.gov,http://catalog.rpceap.state.gov,Department of State,Executive,No
ceac.state.gov,state.gov,https://ceac.state.gov,Department of State,Executive,Yes
cfsc.state.gov,state.gov,http://cfsc.state.gov,Department of State,Executive,No
cj.pmddtc.state.gov,state.gov,https://cj.pmddtc.state.gov,Department of State,Executive,No
coins.state.gov,state.gov,http://coins.state.gov,Department of State,Executive,No
communitiesx.state.gov,state.gov,http://communitiesx.state.gov,Department of State,Executive,No
connect.infocentral.state.gov,state.gov,https://connect.infocentral.state.gov,Department of State,Executive,No
connect.state.gov,state.gov,http://connect.state.gov,Department of State,Executive,No
contact-us.state.gov,state.gov,http://www.contact-us.state.gov,Department of State,Executive,No
cop15.state.gov,state.gov,http://cop15.state.gov,Department of State,Executive,No
crcommunity.state.gov,state.gov,http://crcommunity.state.gov,Department of State,Executive,No
csm.state.gov,state.gov,http://csm.state.gov,Department of State,Executive,Yes
culturalheritage.state.gov,state.gov,http://culturalheritage.state.gov,Department of State,Executive,No
culturalproperty.state.gov,state.gov,https://culturalproperty.state.gov,Department of State,Executive,No
customerproof.rpceap.state.gov,state.gov,http://customerproof.rpceap.state.gov,Department of State,Executive,No
dev.cadataapi.state.gov,state.gov,https://dev.cadataapi.state.gov,Department of State,Executive,No
dev.cadatacatalog.state.gov,state.gov,http://dev.cadatacatalog.state.gov,Department of State,Executive,No
dev.j1visa.state.gov,state.gov,https://dev.j1visa.state.gov,Department of State,Executive,No
dev.st.state.gov,state.gov,https://dev.st.state.gov,Department of State,Executive,No
diplomacy.state.gov,state.gov,https://diplomacy.state.gov,Department of State,Executive,Yes
diplomaticrooms.state.gov,state.gov,http://diplomaticrooms.state.gov,Department of State,Executive,No
diplomaticsecurity.state.gov,state.gov,https://www.diplomaticsecurity.state.gov,Department of State,Executive,No
dosar.state.gov,state.gov,http://dosar.state.gov,Department of State,Executive,No
dssr.state.gov,state.gov,http://dssr.state.gov,Department of State,Executive,No
dvlottery.state.gov,state.gov,http://dvlottery.state.gov,Department of State,Executive,Yes
eca.state.gov,state.gov,https://eca.state.gov,Department of State,Executive,Yes
ecc.state.gov,state.gov,http://ecc.state.gov,Department of State,Executive,No
economicenvoy.state.gov,state.gov,http://economicenvoy.state.gov,Department of State,Executive,No
educationusa.state.gov,state.gov,https://educationusa.state.gov,Department of State,Executive,Yes
eegoweb1e.state.gov,state.gov,http://eegoweb1e.state.gov,Department of State,Executive,No
eegoweb1w.state.gov,state.gov,http://eegoweb1w.state.gov,Department of State,Executive,No
eflo.state.gov,state.gov,http://eflo.state.gov,Department of State,Executive,No
eforms.state.gov,state.gov,https://eforms.state.gov,Department of State,Executive,No
egoals.state.gov,state.gov,http://egoals.state.gov,Department of State,Executive,No
egov.ofm.state.gov,state.gov,http://egov.ofm.state.gov,Department of State,Executive,No
elf.state.gov,state.gov,http://elf.state.gov,Department of State,Executive,No
elibraryusa.state.gov,state.gov,http://elibraryusa.state.gov,Department of State,Executive,Yes
ems3.state.gov,state.gov,http://ems3.state.gov,Department of State,Executive,No
englishforall.state.gov,state.gov,https://englishforall.state.gov,Department of State,Executive,No
enroll.state.gov,state.gov,http://enroll.state.gov,Department of State,Executive,No
entranceonduty.state.gov,state.gov,http://entranceonduty.state.gov,Department of State,Executive,No
entranceondutytst.state.gov,state.gov,http://entranceondutytst.state.gov,Department of State,Executive,No
eshop.state.gov,state.gov,https://eshop.state.gov,Department of State,Executive,Yes
europe.state.gov,state.gov,http://europe.state.gov,Department of State,Executive,No
evaluations.state.gov,state.gov,http://evaluations.state.gov,Department of State,Executive,No
evisaforms.state.gov,state.gov,https://evisaforms.state.gov,Department of State,Executive,Yes
exchanges.state.gov,state.gov,https://exchanges.state.gov,Department of State,Executive,Yes
exportcontrol.state.gov,state.gov,http://exportcontrol.state.gov,Department of State,Executive,No
f.state.gov,state.gov,http://f.state.gov,Department of State,Executive,No
